datetime,actual,predicted
110,23.0,21.891869293252313
111,25.0,24.078563992360717
112,24.0,23.9669187907782
113,27.0,25.498284242338297
114,26.0,25.01058485402363
115,26.0,25.96412335282722
116,27.0,24.66079913846197
117,27.0,26.109309083682877
118,24.0,25.57820381192061
119,22.0,21.61801942567108
120,21.0,20.16382510215853
121,21.1,20.93782168877504
122,21.0,20.380079198437596
123,20.0,19.88726204986221
124,19.0,19.3782171260879
125,18.0,19.548980221120303
126,18.0,18.881520356647243
127,16.0,17.25525476683087
128,16.0,17.231973873982938
129,16.0,18.660370750157835
130,15.0,16.639769573264328
131,17.0,17.828463224867832
132,18.0,19.272660932167508
133,21.0,19.9694919435499
134,23.0,20.625319850291245
135,24.0,23.818478204433035
136,26.0,25.32516147833147
137,27.0,22.755027734169406
138,28.0,25.513569376567983
139,29.0,25.25991688958794
140,29.0,24.88489957848544
141,29.0,26.297611671922283
142,27.0,26.39227082198831
143,24.0,24.12251692286627
144,23.0,22.210198568285463
145,21.0,23.863812137848058
146,21.0,21.184068760956873
147,21.0,21.122629805188755
148,20.0,21.70835703926234
149,18.0,19.749918055848067
150,17.0,17.94169588933406
151,17.0,16.89779372187231
152,16.0,17.412671991901007
153,16.0,17.53310466521039
154,16.0,17.597296715336114
155,17.0,16.997626148397355
156,21.0,20.36031375388774
157,24.0,21.182616879768855
158,26.0,21.88876433976448
159,29.0,23.213179075658456
160,30.0,24.026991988070495
161,32.0,24.242268457215
162,31.0,26.87367149060779
163,33.0,25.26240231724988
164,33.0,25.27188834908787
165,31.0,24.71645099133488
166,29.0,25.59013925454641
167,24.0,24.37834053890162
168,24.0,21.360509749533136
169,23.0,21.003348942457716
170,23.0,20.063422276217008
171,23.0,20.005129784483504
172,23.0,20.49669767182508
173,23.0,21.15315676655511
174,22.0,19.773587146281233
175,22.0,20.50248662338863
176,22.0,19.803387218084964
177,21.0,19.512137819388492
178,21.0,18.5433063366802
179,21.0,18.1925867286933
180,23.0,19.699633735256437
181,27.0,21.247772752845876
182,29.0,22.942890111412652
183,31.0,24.18722049996171
184,33.0,23.667609352199275
185,33.9,24.98990320287462
186,33.9,26.352064678784604
187,33.9,24.820742144518736
188,32.0,24.698210060832128
189,32.0,26.77211855307447
190,31.0,25.675371873349903
191,28.0,24.41432963904656
192,27.0,23.31167318488238
193,28.0,21.98079752289598
194,27.0,21.86079139021472
195,26.0,21.722165567926876
196,26.0,20.046716598580687
197,25.0,21.83678973520687
198,24.0,20.313399094390828
199,24.0,20.51211442644992
200,24.0,19.824863412470588
201,24.0,20.097766097674675
202,23.0,20.03510252338457
203,23.0,20.41971832382081
204,26.0,20.47648512473467
205,26.0,21.528437658727125
206,28.0,23.16812753489784
207,30.0,24.869764833247157
208,32.0,26.134560122734385
209,32.0,26.71200960313687
210,29.0,23.479735465073738
211,33.0,27.552092749870713
212,32.0,27.09934664100348
213,32.0,26.68859527829399
214,29.0,25.236120969322325
215,29.0,25.000882525366865
216,25.0,21.763855847552133
217,24.0,21.85029058417968
218,24.0,22.384427011772885
219,24.0,21.37273592300555
220,23.0,19.625344403185153
221,23.0,19.533920726496792
222,23.0,19.36539325793671
223,23.0,19.225986496537573
224,23.0,19.730105083670576
225,22.0,18.932579632880493
226,22.0,19.00815876969654
227,23.0,18.361104359574348
228,24.0,18.761595845942264
229,24.0,19.820932412689128
230,26.0,21.503596562902032
231,27.0,23.680223360142183
232,27.0,23.516496813202355
233,28.0,23.70473468235396
234,31.0,24.99406951201362
235,29.0,25.517772027686497
236,29.0,27.10665547143785
237,28.0,26.798206147263816
238,27.0,21.410726866558814
239,26.0,20.46874840446879
240,26.0,20.208269887138552
241,25.0,20.919689668680416
242,26.0,22.026777403451003
243,23.0,19.724344759293476
244,22.0,18.96983819486155
245,22.0,19.994379504900916
246,22.0,19.511835928629942
247,22.0,17.978937508925295
248,22.0,19.442862064161805
249,21.0,19.157989550676508
250,22.0,18.90400694277594
251,22.0,19.53715096793158
252,22.0,19.370641232863772
253,22.0,19.573379556329545
254,22.0,20.15166656366057
255,24.0,20.80859383160499
256,24.0,21.235161525751277
257,26.0,20.779917566245057
258,26.0,23.524040650996852
259,26.0,22.972154952533685
260,26.0,22.569336854773997
261,26.0,22.09610995405258
262,25.0,21.300506177335137
263,23.0,20.80993092184309
264,22.0,18.977011700847054
265,21.0,20.98891005902179
266,21.0,20.851008252945295
267,21.0,18.782793439059834
268,21.0,20.20386935710752
269,22.0,20.039777943618784
270,22.0,18.887878415440696
271,22.0,17.93105183181152
272,21.0,17.08658404471494
273,21.0,18.401955195876113
274,21.0,17.854956032029673
275,21.0,17.663965086884
276,21.0,19.33508952694113
277,22.0,19.526175005923836
278,24.0,20.67802572426036
279,24.0,20.631180413869465
280,25.0,22.94726407742801
281,25.0,23.20685558652589
282,26.0,22.630718850251544
283,24.0,22.533630398597424
284,24.0,22.41044954000693
285,23.0,22.182903567972584
286,22.0,20.75670700193488
287,21.0,20.612973291224808
288,21.0,20.600150223777423
289,19.0,19.365496232243014
290,19.0,19.152271782655465
291,19.0,18.55456769040312
292,19.0,19.19804908630913
293,20.0,19.467692992599215
294,20.0,19.226703883302488
295,19.0,17.94590644539949
296,19.0,17.940006318421727
297,19.0,17.42509127908317
298,19.0,17.559665699791946
299,19.0,18.24660633387227
300,19.0,18.974487860889603
301,19.0,18.9503839719998
302,20.0,19.636214686137464
303,20.0,19.758553054075385
304,21.0,19.46380082746955
305,21.0,19.52931979954724
306,21.0,18.923346215333964
307,21.0,19.543501932083306
308,21.0,19.655186052260287
309,21.0,19.513318056068872
310,21.0,18.848669422511065
311,21.0,19.984559026975003
312,21.0,19.65564614014527
